marca|modelo|categoria|precio_mxn|rango|combustible|transmision|url
Dodge|Dodge Attitude SXT|Sedán|398900.0|$350,000 – $399,999|Gasolina|automática 7 velocidades con modo manual|https://www.autocosmos.com.mx/catalogo/2025/dodge/attitude/sxt/171655
Dodge|Dodge Attitude Sport|Sedán|444900.0|$400,000 – $449,999|Gasolina|automática 7 velocidades con modo manual|https://www.autocosmos.com.mx/catalogo/2025/dodge/attitude/sport/171656
Dodge|Dodge Attitude GT|Sedán|499900.0|$450,000 – $499,999|Gasolina|automática 7 velocidades con modo manual|https://www.autocosmos.com.mx/catalogo/2025/dodge/attitude/gt/171657
Dodge|Dodge Challenger GT|Coupé|1014000.0|$1,000,000 – $1,049,999|Gasolina|automática 8 velocidades con AutoStick®|https://www.autocosmos.com.mx/catalogo/2023/dodge/challenger/gt/170413
Dodge|Dodge Challenger Widebody|Coupé|1810000.0|Más de $1,200,000|Gasolina|automática 8 velocidades con AutoStick®|https://www.autocosmos.com.mx/catalogo/2023/dodge/challenger/widebody/170414
Dodge|Dodge Challenger Widebody Redeye|Coupé|2190000.0|Más de $1,200,000|Gasolina|automática 8 velocidades con AutoStick®|https://www.autocosmos.com.mx/catalogo/2023/dodge/challenger/widebody-redeye/170415
Dodge|2025|SUV||No disponible|Gasolina|automática 8 velocidades|https://www.autocosmos.com.mx/catalogo/2025/dodge/durango/gt-plus/172592
Dodge|Dodge Durango R/T|SUV|1355900.0|Más de $1,200,000|Gasolina|automática 8 velocidades|https://www.autocosmos.com.mx/catalogo/2025/dodge/durango/rt/172593
Dodge|Dodge Durango SRT Hellcat|SUV|2114900.0|Más de $1,200,000|Gasolina|automática 8 velocidades|https://www.autocosmos.com.mx/catalogo/2025/dodge/durango/srt-hellcat/172594
Dodge|2024|SUV||No disponible|Gasolina|automática 8 velocidades|https://www.autocosmos.com.mx/catalogo/2024/dodge/durango/gt-plus/171018
Dodge|Dodge Durango R/T|SUV|1233900.0|Más de $1,200,000|Gasolina|automática 8 velocidades|https://www.autocosmos.com.mx/catalogo/2024/dodge/durango/rt/171019
Dodge|Dodge Durango SRT|SUV|1658900.0|Más de $1,200,000|Gasolina|automática 8 velocidades|https://www.autocosmos.com.mx/catalogo/2024/dodge/durango/srt/171020
Dodge|Dodge Durango SRT Hellcat|SUV|1919900.0|Más de $1,200,000|Gasolina|automática 8 velocidades|https://www.autocosmos.com.mx/catalogo/2024/dodge/durango/srt-hellcat/171021
Dodge|2025|SUV||No disponible|Gasolina|automática 6 velocidades|https://www.autocosmos.com.mx/catalogo/2025/dodge/journey/sxt/172597
Dodge|Dodge Journey Sport|SUV|618900.0|$600,000 – $649,999|Gasolina|automática 6 velocidades|https://www.autocosmos.com.mx/catalogo/2025/dodge/journey/sport/172596
Dodge|Dodge Journey GT Plus|SUV|664900.0|$650,000 – $699,999|Gasolina|automática 6 velocidades|https://www.autocosmos.com.mx/catalogo/2025/dodge/journey/gt-plus/172595
Dodge|2024|SUV||No disponible|Gasolina|automática 6 velocidades|https://www.autocosmos.com.mx/catalogo/2024/dodge/journey/sxt/171015
Dodge|Dodge Journey Sport|SUV|596900.0|$550,000 – $599,999|Gasolina|automática 6 velocidades|https://www.autocosmos.com.mx/catalogo/2024/dodge/journey/sport/171016
Dodge|Dodge Journey GT Plus|SUV|619900.0|$600,000 – $649,999|Gasolina|automática 6 velocidades|https://www.autocosmos.com.mx/catalogo/2024/dodge/journey/gt-plus/171017
Ferrari|Ferrari 296 GTB 3.0L|Coupé||No disponible|Gasolina - Eléctrico|automática doble embrague, 8 velocidades|https://www.autocosmos.com.mx/catalogo/2022/ferrari/296-gtb/30l/168538
Ferrari|Ferrari F80 .|Coupé||No disponible|No disponible|No disponible|https://www.autocosmos.com.mx/catalogo/version/172327?anio=2025&marca=ferrari&modelo=f80
Ferrari|Ferrari Roma 3.9L|Coupé||No disponible|Gasolina|automática doble embrague, 8 velocidades|https://www.autocosmos.com.mx/catalogo/2022/ferrari/roma/39l/168536
Fiat|Fiat Argo Drive Plus|Hatchback|309900.0|$300,000 – $349,999|Gasolina|manual 5 velocidades|https://www.autocosmos.com.mx/catalogo/2025/fiat/argo/drive-plus/171812
Fiat|Fiat Argo S-Design|Hatchback|334900.0|$300,000 – $349,999|Gasolina|manual 5 velocidades|https://www.autocosmos.com.mx/catalogo/2025/fiat/argo/s-design/171811
Fiat|Fiat Argo S-Design Aut|Hatchback|344900.0|$300,000 – $349,999|Gasolina|automática CVT|https://www.autocosmos.com.mx/catalogo/2025/fiat/argo/s-design-aut/171810
Fiat|Fiat Argo Trekking|Hatchback|346900.0|$300,000 – $349,999|Gasolina|manual 5 velocidades|https://www.autocosmos.com.mx/catalogo/2025/fiat/argo/trekking/171808
Fiat|Fiat Argo Trekking Aut|Hatchback|369900.0|$350,000 – $399,999|Gasolina|automática CVT|https://www.autocosmos.com.mx/catalogo/2025/fiat/argo/trekking-aut/171809
Fiat|Fiat Fastback Audace|SUV|456900.0|$450,000 – $499,999|Gasolina|automática 6 velocidades|https://www.autocosmos.com.mx/catalogo/2025/fiat/fastback/audace/171813
Fiat|Fiat Fastback impetus|SUV|492900.0|$450,000 – $499,999|Gasolina|automática 6 velocidades|https://www.autocosmos.com.mx/catalogo/2025/fiat/fastback/impetus/171814
Fiat|Fiat Pulse Drive|SUV|355900.0|$350,000 – $399,999|Gasolina|manual 5 velocidades|https://www.autocosmos.com.mx/catalogo/2025/fiat/pulse/drive/171817
Fiat|Fiat Pulse Drive Plus|SUV|385900.0|$350,000 – $399,999|Gasolina|automática CVT|https://www.autocosmos.com.mx/catalogo/2025/fiat/pulse/drive-plus/171816
Fiat|Fiat Pulse Impetus|SUV|432900.0|$400,000 – $449,999|Gasolina|automática CVT|https://www.autocosmos.com.mx/catalogo/2025/fiat/pulse/impetus/171815
Fiat|Fiat Pulse Abarth 1.3L|SUV|481900.0|$450,000 – $499,999|Gasolina|automática 6 velocidades|https://www.autocosmos.com.mx/catalogo/2025/fiat/pulse-abarth/13l/171818
Ford|Ford Bronco Outer Banks 4 Puertas|SUV|1369900.0|Más de $1,200,000|Gasolina|automática 10 velocidades|https://www.autocosmos.com.mx/catalogo/2025/ford/bronco/outer-banks-4-puertas/172604
Ford|Ford Bronco Badlands 2 Puertas|SUV|1509900.0|Más de $1,200,000|Gasolina|automática 10 velocidades|https://www.autocosmos.com.mx/catalogo/2025/ford/bronco/badlands-2-puertas/172607
Ford|Ford Bronco Badlands 4 Puertas|SUV|1569900.0|Más de $1,200,000|Gasolina|automática 10 velocidades|https://www.autocosmos.com.mx/catalogo/2025/ford/bronco/badlands-4-puertas/172608
Ford|Ford Bronco Raptor 3.0L|SUV|2242478.0|Más de $1,200,000|Gasolina|automática 10 velocidades|https://www.autocosmos.com.mx/catalogo/2025/ford/bronco-raptor/30l/172609
Ford|Ford Bronco Raptor Code Orange|SUV|2275478.0|Más de $1,200,000|Gasolina|automática 10 velocidades|https://www.autocosmos.com.mx/catalogo/2025/ford/bronco-raptor/code-orange/172610
Ford|Ford Bronco Sport Big Bend|SUV|762100.0|$750,000 – $799,999|Gasolina|automática 8 velocidades|https://www.autocosmos.com.mx/catalogo/2025/ford/bronco-sport/big-bend/172332
Ford|Ford Bronco Sport Outer Banks|SUV|861100.0|$850,000 – $899,999|Gasolina|automática 8 velocidades|https://www.autocosmos.com.mx/catalogo/2025/ford/bronco-sport/outer-banks/172333
Ford|Ford Bronco Sport Badlands|SUV|897100.0|$850,000 – $899,999|Gasolina|automática 8 velocidades|https://www.autocosmos.com.mx/catalogo/2025/ford/bronco-sport/badlands/172334
Ford|Ford Bronco Sport Badlands Sasquatch|SUV|927100.0|$900,000 – $949,999|Gasolina|automática 8 velocidades|https://www.autocosmos.com.mx/catalogo/2025/ford/bronco-sport/badlands-sasquatch/172335
Ford|Ford E-Transit Larga Techo Bajo|Van|1726900.0|Más de $1,200,000|eléctrico|automática|https://www.autocosmos.com.mx/catalogo/2025/ford/e-transit/larga-techo-bajo/172777
Ford|Ford E-Transit Larga Techo Mediano|Van|1752900.0|Más de $1,200,000|eléctrico|automática|https://www.autocosmos.com.mx/catalogo/2025/ford/e-transit/larga-techo-mediano/172778
Ford|Ford E-Transit Larga Techo Alto|Van|1793900.0|Más de $1,200,000|eléctrico|automática|https://www.autocosmos.com.mx/catalogo/2025/ford/e-transit/larga-techo-alto/172779
Ford|Ford E-Transit Extendida Techo Alto|Van|1818900.0|Más de $1,200,000|eléctrico|automática|https://www.autocosmos.com.mx/catalogo/2025/ford/e-transit/extendida-techo-alto/172780
Ford|Ford Escape Híbrida Active|SUV|801100.0|$800,000 – $849,999|Gasolina - Eléctrico|automática CVT 8 Velocidades|https://www.autocosmos.com.mx/catalogo/2025/ford/escape-hibrida/active/172193
Ford|Ford Escape Híbrida ST Line Select|SUV|881100.0|$850,000 – $899,999|Gasolina - Eléctrico|automática CVT 8 Velocidades|https://www.autocosmos.com.mx/catalogo/2025/ford/escape-hibrida/st-line-select/172194
Ford|Ford Escape Híbrida Platinum|SUV|921100.0|$900,000 – $949,999|Gasolina - Eléctrico|automática CVT 8 Velocidades|https://www.autocosmos.com.mx/catalogo/2025/ford/escape-hibrida/platinum/172195
Ford|Ford Expedition Active MAX|SUV|1829900.0|Más de $1,200,000|Gasolina|automática 10 velocidades|https://www.autocosmos.com.mx/catalogo/2025/ford/expedition/active-max/172565
Ford|Ford Expedition Platinum 4x4|SUV|1959900.0|Más de $1,200,000|Gasolina|automática 10 velocidades|https://www.autocosmos.com.mx/catalogo/2025/ford/expedition/platinum-4x4/172564
Ford|Ford Expedition Platinum Max 4x4|SUV|1999900.0|Más de $1,200,000|Gasolina|automática 10 velocidades|https://www.autocosmos.com.mx/catalogo/2025/ford/expedition/platinum-max-4x4/172563
Ford|Ford Explorer Active|SUV|1184100.0|$1,150,000 – $1,199,999|Gasolina|automática 10 velocidades|https://www.autocosmos.com.mx/catalogo/2025/ford/explorer/active/171688
Ford|Ford Explorer Platinum|SUV|1329100.0|Más de $1,200,000|Gasolina|automática 10 velocidades|https://www.autocosmos.com.mx/catalogo/2025/ford/explorer/platinum/171689
Ford|Ford Explorer Police Interceptor 3.3L|SUV||No disponible|Gasolina|automática 10 velocidades|https://www.autocosmos.com.mx/catalogo/2025/ford/explorer-police-interceptor/33l/172064
Ford|Ford Explorer ST 3.0L|SUV|1469100.0|Más de $1,200,000|Gasolina|automática 10 velocidades|https://www.autocosmos.com.mx/catalogo/2025/ford/explorer-st/30l/171690
Ford|Ford F-150 XL Cabina Regular 4x2 V6 caja 8'|Pick Up|1008100.0|$1,000,000 – $1,049,999|Gasolina|automática CVT 6 Velocidades|https://www.autocosmos.com.mx/catalogo/2025/ford/f-150/xl-cabina-regular-4x2-v6-caja-8/172376
Ford|Ford F-150 XL Cabina y Media 4x2 V6 caja 6.5'|Pick Up|1042100.0|$1,000,000 – $1,049,999|Gasolina|automática CVT 6 Velocidades|https://www.autocosmos.com.mx/catalogo/2025/ford/f-150/xl-cabina-y-media-4x2-v6-caja-65/172377
Ford|Ford F-150 XL Doble Cabina 4x2 V6 caja 5.5'|Pick Up|1050100.0|$1,050,000 – $1,099,999|Gasolina|automática 10 velocidades|https://www.autocosmos.com.mx/catalogo/2025/ford/f-150/xl-doble-cabina-4x2-v6-caja-55/172378
Ford|Ford F-150 XL Doble Cabina 4x4 V6 caja 5.5'|Pick Up|1092100.0|$1,050,000 – $1,099,999|Gasolina|automática 10 velocidades|https://www.autocosmos.com.mx/catalogo/2025/ford/f-150/xl-doble-cabina-4x4-v6-caja-55/172379
Ford|Ford F-150 XL Doble Cabina 4x4 V8 caja 5.5'|Pick Up|1177100.0|$1,150,000 – $1,199,999|Gasolina|automática 10 velocidades|https://www.autocosmos.com.mx/catalogo/2025/ford/f-150/xl-doble-cabina-4x4-v8-caja-55/172380
Ford|Ford F-150 XLT Cabina y Media 4x4 V8|Pick Up|1232100.0|Más de $1,200,000|Gasolina|automática 10 velocidades|https://www.autocosmos.com.mx/catalogo/2025/ford/f-150/xlt-cabina-y-media-4x4-v8/172514
Ford|Ford F-150 XLT Cabina y Media 4x2 V8|Pick Up|1276100.0|Más de $1,200,000|Gasolina|automática 10 velocidades|https://www.autocosmos.com.mx/catalogo/2025/ford/f-150/xlt-cabina-y-media-4x2-v8/172515
Ford|Ford F-150 XLT Doble Cabina 4x4 V8|Pick Up|1332100.0|Más de $1,200,000|Gasolina|automática 10 velocidades|https://www.autocosmos.com.mx/catalogo/2025/ford/f-150/xlt-doble-cabina-4x4-v8/172516
Ford|Ford F-250 XLT|Pick Up|1493000.0|Más de $1,200,000|Diésel|automática 10 velocidades|https://www.autocosmos.com.mx/catalogo/2024/ford/f-250/xlt/171080
Ford|Ford F-250 King Ranch|Pick Up|1897000.0|Más de $1,200,000|Diésel|automática 10 velocidades|https://www.autocosmos.com.mx/catalogo/2024/ford/f-250/king-ranch/171081
Ford|Ford F-250 Limited|Pick Up|2398000.0|Más de $1,200,000|Diésel|automática 10 velocidades|https://www.autocosmos.com.mx/catalogo/2024/ford/f-250/limited/171082
Ford|Ford F-350 XL|Pick Up|1067100.0|$1,050,000 – $1,099,999|Gasolina|manual 5 velocidades con sobremarcha|https://www.autocosmos.com.mx/catalogo/2025/ford/f-350/xl/172571
Ford|Ford F-350 XL Plus|Pick Up|1087100.0|$1,050,000 – $1,099,999|Gasolina|manual 5 velocidades con sobremarcha|https://www.autocosmos.com.mx/catalogo/2025/ford/f-350/xl-plus/172572
Ford|Ford F-350 XL Doble Cabina|Pick Up|1117100.0|$1,100,000 – $1,149,999|Gasolina|manual 5 velocidades con sobremarcha|https://www.autocosmos.com.mx/catalogo/2025/ford/f-350/xl-doble-cabina/172573
Ford|Ford F-450 XL|Pick Up|1187100.0|$1,150,000 – $1,199,999|Gasolina|automática CVT 6 Velocidades|https://www.autocosmos.com.mx/catalogo/2025/ford/f-450/xl/172570
Ford|Ford F-450 XL Diésel|Pick Up|1317100.0|Más de $1,200,000|Diésel|automática CVT 6 Velocidades|https://www.autocosmos.com.mx/catalogo/2025/ford/f-450/xl-diesel/172569
Ford|Ford F-550 XL|Pick Up|1302100.0|Más de $1,200,000|Gasolina|automática 10 velocidades|https://www.autocosmos.com.mx/catalogo/2025/ford/f-550/xl/172568
Ford|Ford F-550 XL Diésel|Pick Up|1427100.0|Más de $1,200,000|Diésel|automática CVT 6 Velocidades|https://www.autocosmos.com.mx/catalogo/2025/ford/f-550/xl-diesel/172567
Ford|Ford Lobo Tremor|Pick Up|1417100.0|Más de $1,200,000|Gasolina|automática 10 velocidades|https://www.autocosmos.com.mx/catalogo/2025/ford/lobo/tremor/172197
Ford|Ford Lobo Lariat|Pick Up|1428100.0|Más de $1,200,000|Gasolina|automática 10 velocidades|https://www.autocosmos.com.mx/catalogo/2025/ford/lobo/lariat/172196
Ford|Ford Lobo Tremor High|Pick Up|1572100.0|Más de $1,200,000|Gasolina|automática 10 velocidades|https://www.autocosmos.com.mx/catalogo/2025/ford/lobo/tremor-high/172198
Ford|Ford Lobo Platinum|Pick Up|1615100.0|Más de $1,200,000|Gasolina|automática 10 velocidades|https://www.autocosmos.com.mx/catalogo/2025/ford/lobo/platinum/172199
Ford|Ford Lobo HEV Platinum Plus|Pick Up|1789100.0|Más de $1,200,000|Gasolina - Eléctrico|automática 10 velocidades|https://www.autocosmos.com.mx/catalogo/2025/ford/lobo-hev/platinum-plus/172200
Ford|Ford Lobo Raptor High|Pick Up|2424100.0|Más de $1,200,000|Gasolina|automática CVT 6 Velocidades|https://www.autocosmos.com.mx/catalogo/2025/ford/lobo-raptor/high/172226
Ford|Ford Lobo Raptor R|Pick Up|2951100.0|Más de $1,200,000|Gasolina|automática CVT 6 Velocidades|https://www.autocosmos.com.mx/catalogo/2025/ford/lobo-raptor/r/172227
Ford|Ford Maverick XLT|Pick Up|737100.0|$700,000 – $749,999|Gasolina|automática 8 velocidades|https://www.autocosmos.com.mx/catalogo/2025/ford/maverick/xlt/172076
Ford|Ford Maverick Lariat|Pick Up|842100.0|$800,000 – $849,999|Gasolina|automática 8 velocidades|https://www.autocosmos.com.mx/catalogo/2025/ford/maverick/lariat/172077
Ford|Ford Maverick Híbrida XLT|Pick Up|752100.0|$750,000 – $799,999|Gasolina - Eléctrico|automática|https://www.autocosmos.com.mx/catalogo/2025/ford/maverick-hibrida/xlt/172078
Ford|Ford Maverick Híbrida Lariat|Pick Up|877100.0|$850,000 – $899,999|Gasolina - Eléctrico|automática|https://www.autocosmos.com.mx/catalogo/2025/ford/maverick-hibrida/lariat/172079
Ford|Ford Mustang EcoBoost Premium|Coupé|915900.0|$900,000 – $949,999|Gasolina|automática 10 velocidades|https://www.autocosmos.com.mx/catalogo/2025/ford/mustang/ecoboost-premium/172485
Ford|Ford Mustang GT|Coupé|1299900.0|Más de $1,200,000|Gasolina|manual 6 velocidades|https://www.autocosmos.com.mx/catalogo/2025/ford/mustang/gt/172486
Ford|Ford Mustang GT Aut|Coupé|1299900.0|Más de $1,200,000|Gasolina|automática 10 velocidades|https://www.autocosmos.com.mx/catalogo/2025/ford/mustang/gt-aut/172487
Ford|Ford Mustang Convertible GT Aut|Coupé|1399900.0|Más de $1,200,000|Gasolina|automática 10 velocidades|https://www.autocosmos.com.mx/catalogo/2025/ford/mustang-convertible/gt-aut/172488
Ford|Ford Mustang Convertible GT|Coupé|1399900.0|Más de $1,200,000|Gasolina|manual 6 velocidades|https://www.autocosmos.com.mx/catalogo/2025/ford/mustang-convertible/gt/172548
Ford|Ford Mustang Dark Horse 5.0L|Coupé|1599900.0|Más de $1,200,000|Gasolina|manual 6 velocidades|https://www.autocosmos.com.mx/catalogo/2025/ford/mustang-dark-horse/50l/172489
Ford|Ford Mustang Dark Horse 5.0L Aut|Coupé|1599900.0|Más de $1,200,000|Gasolina|automática|https://www.autocosmos.com.mx/catalogo/2025/ford/mustang-dark-horse/50l-aut/172490
Ford|Ford Mustang Mach-E Select|SUV|989000.0|$950,000 – $999,999|eléctrico|automática|https://www.autocosmos.com.mx/catalogo/2025/ford/mustang-mach-e/select/172559
Ford|Ford Mustang Mach-E Premium|SUV|1199000.0|$1,150,000 – $1,199,999|eléctrico|automática|https://www.autocosmos.com.mx/catalogo/2025/ford/mustang-mach-e/premium/172560
Ford|Ford Mustang Mach-E GT Performance|SUV|1349000.0|Más de $1,200,000|eléctrico|automática|https://www.autocosmos.com.mx/catalogo/2025/ford/mustang-mach-e/gt-performance/172561
Ford|Ford Mustang Mach-E Rally|SUV|1399000.0|Más de $1,200,000|eléctrico|automática|https://www.autocosmos.com.mx/catalogo/2025/ford/mustang-mach-e/rally/172562
Ford|Ford Ranger XL Gasolina 4x2|Pick Up|750900.0|$750,000 – $799,999|Gasolina|automática 10 velocidades|https://www.autocosmos.com.mx/catalogo/2025/ford/ranger/xl-gasolina-4x2/172137
Ford|Ford Ranger XLT Gasolina 4x2|Pick Up|880900.0|$850,000 – $899,999|Gasolina|automática 10 velocidades|https://www.autocosmos.com.mx/catalogo/2025/ford/ranger/xlt-gasolina-4x2/172138
Ford|Ford Ranger XLT Diésel 4x4|Pick Up|880900.0|$850,000 – $899,999|Diésel|automática 6 velocidades|https://www.autocosmos.com.mx/catalogo/2025/ford/ranger/xlt-diesel-4x4/172139
Ford|Ford Ranger Wildtrak Gasolina 4x4|Pick Up|960900.0|$950,000 – $999,999|Gasolina|automática 10 velocidades|https://www.autocosmos.com.mx/catalogo/2025/ford/ranger/wildtrak-gasolina-4x4/172140
Ford|Ford Ranger Raptor 4x4|Pick Up|1299900.0|Más de $1,200,000|Gasolina|automática 10 velocidades|https://www.autocosmos.com.mx/catalogo/2025/ford/ranger-raptor/4x4/172549
Ford|2026|SUV||No disponible|Gasolina|automática 7 velocidades|https://www.autocosmos.com.mx/catalogo/2026/ford/territory/ambiente/172934
Ford|Ford Territory Trend|SUV|639900.0|$600,000 – $649,999|Gasolina|automática 7 velocidades|https://www.autocosmos.com.mx/catalogo/2026/ford/territory/trend/172935
Ford|Ford Territory Titanium|SUV|739900.0|$700,000 – $749,999|Gasolina|automática 7 velocidades|https://www.autocosmos.com.mx/catalogo/2026/ford/territory/titanium/172936
Ford|2025|SUV||No disponible|Gasolina|automática 7 velocidades|https://www.autocosmos.com.mx/catalogo/2025/ford/territory/ambiente/171604
Ford|Ford Territory Trend|SUV|708500.0|$700,000 – $749,999|Gasolina|automática 7 velocidades|https://www.autocosmos.com.mx/catalogo/2025/ford/territory/trend/171605
Ford|Ford Territory Titanium|SUV|773500.0|$750,000 – $799,999|Gasolina|automática 7 velocidades|https://www.autocosmos.com.mx/catalogo/2025/ford/territory/titanium/171606
Ford|Ford Territory Dark Edition|SUV|795000.0|$750,000 – $799,999|Gasolina|automática 7 velocidades|https://www.autocosmos.com.mx/catalogo/2025/ford/territory/dark-edition/171607
Ford|2026|Minivan   Van||No disponible|Diésel|manual 6 velocidades|https://www.autocosmos.com.mx/catalogo/2026/ford/transit/diesel-van-jumbo/172781
Ford|2025|Minivan   Van||No disponible|Gasolina|automática 6 velocidades|https://www.autocosmos.com.mx/catalogo/2025/ford/transit/gasolina-van-mediana/172520
Ford|Ford Transit Diésel Van Jumbo|Minivan   Van|1032100.0|$1,000,000 – $1,049,999|Diésel|manual 6 velocidades|https://www.autocosmos.com.mx/catalogo/2025/ford/transit/diesel-van-jumbo/172082
Ford|Ford Transit Diésel 15 Pasajeros|Minivan   Van|1052100.0|$1,050,000 – $1,099,999|Diésel|manual 6 velocidades|https://www.autocosmos.com.mx/catalogo/2025/ford/transit/diesel-15-pasajeros/172135
Ford|Ford Transit Diésel 18 Pasajeros|Minivan   Van|1187100.0|$1,150,000 – $1,199,999|Diésel|manual 6 velocidades|https://www.autocosmos.com.mx/catalogo/2025/ford/transit/diesel-18-pasajeros/172136
Ford|Ford Transit Gasolina 15 Pasajeros|Minivan   Van|1288500.0|Más de $1,200,000|Gasolina|automática 10 velocidades|https://www.autocosmos.com.mx/catalogo/2025/ford/transit/gasolina-15-pasajeros/172566
Ford|2026|Van||No disponible|Diésel|manual 6 velocidades|https://www.autocosmos.com.mx/catalogo/2026/ford/transit-chasis/mediano/172782
Ford|2025|Van||No disponible|Diésel|manual 6 velocidades|https://www.autocosmos.com.mx/catalogo/2025/ford/transit-chasis/mediano/172080
Ford|Ford Transit Chasis Largo|Van|882100.0|$850,000 – $899,999|Diésel|manual 6 velocidades|https://www.autocosmos.com.mx/catalogo/2025/ford/transit-chasis/largo/172081
Ford|Ford Transit Custom Van Corta|Van|850000.0|$850,000 – $899,999|Diésel|manual 6 velocidades|https://www.autocosmos.com.mx/catalogo/2025/ford/transit-custom/van-corta/172517
Ford|Ford Transit Custom Van Larga|Van|875000.0|$850,000 – $899,999|Diésel|manual 6 velocidades|https://www.autocosmos.com.mx/catalogo/2025/ford/transit-custom/van-larga/172518
Ford|Ford Transit Custom Tourneo|Van|1065000.0|$1,050,000 – $1,099,999|Diésel|automática 8 velocidades|https://www.autocosmos.com.mx/catalogo/2025/ford/transit-custom/tourneo/172519
Foton|Foton Hi-Van 2.8L Pasajeros|Van||No disponible|Diésel|manual 6 velocidades|https://www.autocosmos.com.mx/catalogo/2024/foton/hi-van/28l-pasajeros/171641
Foton|Foton TM3 1.5L Flat bed|Pick Up||No disponible|Gasolina|manual 5 velocidades|https://www.autocosmos.com.mx/catalogo/2023/foton/tm3/15l-flat-bed/170609
Foton|Foton TM3 1.5L Chasis|Pick Up||No disponible|Gasolina|manual 5 velocidades|https://www.autocosmos.com.mx/catalogo/2023/foton/tm3/15l-chasis/170610
Foton|Foton TM3 1.5L Cargo Box|Pick Up||No disponible|Gasolina|manual 5 velocidades|https://www.autocosmos.com.mx/catalogo/2023/foton/tm3/15l-cargo-box/170611
Foton|Foton Tunland E5 4x2|Pick Up|446200.0|$400,000 – $449,999|Gasolina|manual 5 velocidades|https://www.autocosmos.com.mx/catalogo/2024/foton/tunland-e5/4x2/171640
Foton|Foton Tunland G7 4x2|Pick Up||No disponible|Diésel|manual 6 velocidades|https://www.autocosmos.com.mx/catalogo/2024/foton/tunland-g7/4x2/171639
Foton|Foton Tunland G7 4x4 Aut|Pick Up||No disponible|Diésel|automática 8 velocidades|https://www.autocosmos.com.mx/catalogo/2024/foton/tunland-g7/4x4-aut/171638
Foton|Foton Tunland G7 EV Eléctrico|Pick Up||No disponible|eléctrico|automática|https://www.autocosmos.com.mx/catalogo/2024/foton/tunland-g7-ev/electrico/171644
Foton|Foton Tunland G9 4x4 Aut|Pick Up||No disponible|Diésel|automática 8 velocidades|https://www.autocosmos.com.mx/catalogo/2024/foton/tunland-g9/4x4-aut/171643
Foton|Foton Tunland v7 4x4|Pick Up||No disponible|Gasolina - Eléctrico|automática 8 velocidades|https://www.autocosmos.com.mx/catalogo/2024/foton/tunland-v7/4x4/171642
Foton|Foton Tunland v9 4x4|Pick Up||No disponible|Gasolina - Eléctrico|automática 8 velocidades|https://www.autocosmos.com.mx/catalogo/2024/foton/tunland-v9/4x4/171629
GAC MOTOR|GAC AION Y GX|SUV||No disponible|eléctrico|automática|https://www.autocosmos.com.mx/catalogo/2025/gac/aion-y/gx/172426
GAC MOTOR|GAC EMKOO GL|SUV||No disponible|Gasolina|automática 7 velocidades|https://www.autocosmos.com.mx/catalogo/2024/gac/emkoo/gl/172028
GAC MOTOR|GAC EMKOO GL HEV|SUV||No disponible|Gasolina - Eléctrico|automática 7 velocidades|https://www.autocosmos.com.mx/catalogo/2024/gac/emkoo/gl-hev/172427
GAC MOTOR|GAC EMZOOM GL|SUV|459900.0|$450,000 – $499,999|Gasolina|automática 7 velocidades|https://www.autocosmos.com.mx/catalogo/2024/gac/emzoom/gl/171027
GAC MOTOR|GAC EMZOOM GL Racer|SUV|499900.0|$450,000 – $499,999|Gasolina|automática 7 velocidades|https://www.autocosmos.com.mx/catalogo/2024/gac/emzoom/gl-racer/171028
GAC MOTOR|GAC GN8 GT|Van||No disponible|Gasolina|automática 8 velocidades|https://www.autocosmos.com.mx/catalogo/2024/gac/gn8/gt/171403
GAC MOTOR|GAC GN8 GX Lux|Van||No disponible|Gasolina|automática 8 velocidades|https://www.autocosmos.com.mx/catalogo/2024/gac/gn8/gx-lux/171611
GAC MOTOR|GAC GN8 PHEV GX|Van||No disponible|Gasolina - Eléctrico|automática 8 velocidades|https://www.autocosmos.com.mx/catalogo/2025/gac/gn8-phev/gx/172491
GAC MOTOR|GAC GS4 MAX GB|SUV||No disponible|Gasolina|automática 7 velocidades|https://www.autocosmos.com.mx/catalogo/2026/gac/gs4-max/gb/172590
GAC MOTOR|GAC GS4 MAX GL|SUV||No disponible|Gasolina|automática 7 velocidades|https://www.autocosmos.com.mx/catalogo/2026/gac/gs4-max/gl/172591
GAC MOTOR|GAC GS8 GL|SUV|699900.0|$650,000 – $699,999|Gasolina|automática 8 velocidades|https://www.autocosmos.com.mx/catalogo/2024/gac/gs8/gl/171032
GAC MOTOR|GAC GS8 GT|SUV|759900.0|$750,000 – $799,999|Gasolina|automática 8 velocidades|https://www.autocosmos.com.mx/catalogo/2024/gac/gs8/gt/171033
GAC MOTOR|GAC GS8 GX AWD|SUV|869900.0|$850,000 – $899,999|Gasolina|automática 8 velocidades|https://www.autocosmos.com.mx/catalogo/2024/gac/gs8/gx-awd/171035
GAC MOTOR|GAC GS8 HEV GX|SUV||No disponible|Gasolina - Eléctrico|automática 8 velocidades|https://www.autocosmos.com.mx/catalogo/2025/gac/gs8-hev/gx/172545
Geely|Geely Cityray 1.5T GL|SUV||No disponible|Gasolina|automática 7 velocidades|https://www.autocosmos.com.mx/catalogo/2025/geely/cityray/15t-gl/172093
