marca|modelo|categoria|precio_mxn|rango|combustible|transmision|url
RAM|RAM 1500 Tungsten|Pick Up|1820000.0|Más de $1,200,000|Gasolina|automática 8 velocidades|https://www.autocosmos.com.mx/catalogo/2025/ram/1500/tungsten/171974
RAM|RAM 1500 Classic Crew Cab 4x2 V6|Pick Up|974900.0|$950,000 – $999,999|Gasolina|automática 8 velocidades|https://www.autocosmos.com.mx/catalogo/2024/ram/1500-classic/crew-cab-4x2-v6/172210
RAM|RAM 1500 RHO Crew Cab 4X4|Pick Up||No disponible|Gasolina|automática 8 velocidades|https://www.autocosmos.com.mx/catalogo/2025/ram/1500-rho/crew-cab-4x4/172206
RAM|RAM 2500 Tradesman|Pick Up|1194900.0|$1,150,000 – $1,199,999|Gasolina|automática 8 velocidades|https://www.autocosmos.com.mx/catalogo/2024/ram/2500/tradesman/170469
RAM|RAM 2500 Bighorn|Pick Up|1309900.0|Más de $1,200,000|Gasolina|automática 8 velocidades|https://www.autocosmos.com.mx/catalogo/2024/ram/2500/bighorn/170470
RAM|RAM 2500 Limited Rambox|Pick Up|1719900.0|Más de $1,200,000|Gasolina|automática 8 velocidades|https://www.autocosmos.com.mx/catalogo/2024/ram/2500/limited-rambox/170472
RAM|RAM 2500 Power Wagon 6.4L|Pick Up|1564900.0|Más de $1,200,000|Gasolina|automática 8 velocidades|https://www.autocosmos.com.mx/catalogo/2024/ram/2500-power-wagon/64l/170988
RAM|RAM 4000 Reg Cab Chasis P|Pick Up|999900.0|$950,000 – $999,999|Gasolina|automática 8 velocidades|https://www.autocosmos.com.mx/catalogo/2025/ram/4000/reg-cab-chasis-p/172614
RAM|RAM 4000 Reg Cab Chasis PL|Pick Up|1019900.0|$1,000,000 – $1,049,999|Gasolina|automática 8 velocidades|https://www.autocosmos.com.mx/catalogo/2025/ram/4000/reg-cab-chasis-pl/172615
RAM|RAM 4000 Crew Cab Chasis|Pick Up|1194900.0|$1,150,000 – $1,199,999|Gasolina|automática 8 velocidades|https://www.autocosmos.com.mx/catalogo/2025/ram/4000/crew-cab-chasis/172616
RAM|RAM 700 Tradesman Regular Cab|Pick Up|339900.0|$300,000 – $349,999|Gasolina|manual 5 velocidades|https://www.autocosmos.com.mx/catalogo/2025/ram/700/tradesman-regular-cab/171980
RAM|RAM 700 Tradesman Crew Cab|Pick Up|384900.0|$350,000 – $399,999|Gasolina|manual 5 velocidades|https://www.autocosmos.com.mx/catalogo/2025/ram/700/tradesman-crew-cab/171981
RAM|RAM 700 Bighorn|Pick Up|408900.0|$400,000 – $449,999|Gasolina|manual 5 velocidades|https://www.autocosmos.com.mx/catalogo/2025/ram/700/bighorn/171977
RAM|RAM 700 Bighorn Aut|Pick Up|435900.0|$400,000 – $449,999|Gasolina|automática CVT|https://www.autocosmos.com.mx/catalogo/2025/ram/700/bighorn-aut/171978
RAM|RAM 700 Laramie Turbo Aut|Pick Up|517900.0|$500,000 – $549,999|Gasolina|automática CVT|https://www.autocosmos.com.mx/catalogo/2025/ram/700/laramie-turbo-aut/171979
RAM|RAM Promaster 2500|Van|1025900.0|$1,000,000 – $1,049,999|Gasolina|automática 9 velocidades|https://www.autocosmos.com.mx/catalogo/2025/ram/promaster/2500/171976
Renault|2026|SUV||No disponible|Gasolina|automática 7 velocidades|https://www.autocosmos.com.mx/catalogo/2026/renault/arkana/esprit-alpine/172691
Renault|2025|SUV||No disponible|Gasolina|automática 7 velocidades|https://www.autocosmos.com.mx/catalogo/2025/renault/arkana/techno/171790
Renault|Renault Arkana Esprit Alpine Low|SUV||No disponible|Gasolina|automática 7 velocidades|https://www.autocosmos.com.mx/catalogo/2025/renault/arkana/esprit-alpine-low/172383
Renault|Renault Arkana Esprit Alpine Mid|SUV||No disponible|Gasolina|automática 7 velocidades|https://www.autocosmos.com.mx/catalogo/2025/renault/arkana/esprit-alpine-mid/171791
Renault|Renault Arkana Esprit Alpine High|SUV||No disponible|Gasolina|automática 7 velocidades|https://www.autocosmos.com.mx/catalogo/2025/renault/arkana/esprit-alpine-high/172384
Renault|2025|SUV||No disponible|Gasolina|manual 5 velocidades|https://www.autocosmos.com.mx/catalogo/2025/renault/duster/intens/171619
Renault|Renault Duster Iconic|SUV|479500.0|$450,000 – $499,999|Gasolina|automática CVT 8 Velocidades|https://www.autocosmos.com.mx/catalogo/2025/renault/duster/iconic/171768
Renault|2024|SUV||No disponible|Gasolina|manual 5 velocidades|https://www.autocosmos.com.mx/catalogo/2024/renault/duster/intens/170201
Renault|Renault Duster Iconic Aut|SUV|465100.0|$450,000 – $499,999|Gasolina|automática CVT|https://www.autocosmos.com.mx/catalogo/2024/renault/duster/iconic-aut/170200
Renault|2025|Van||No disponible|Gasolina|manual 5 velocidades|https://www.autocosmos.com.mx/catalogo/2025/renault/kangoo/intens/171621
Renault|2024|Van||No disponible|Gasolina|manual 5 velocidades|https://www.autocosmos.com.mx/catalogo/2024/renault/kangoo/intens/170290
Renault|2025|Van||No disponible|eléctrico|automática|https://www.autocosmos.com.mx/catalogo/2025/renault/kangoo-e-tech/cargo/171568
Renault|2024|Van||No disponible|eléctrico|automática|https://www.autocosmos.com.mx/catalogo/2024/renault/kangoo-e-tech/cargo-maxi/170928
Renault|Renault Kardian Evolution|SUV|370900.0|$350,000 – $399,999|Gasolina|manual 5 velocidades|https://www.autocosmos.com.mx/catalogo/2025/renault/kardian/evolution/171429
Renault|Renault Kardian Evolution EDC|SUV|418900.0|$400,000 – $449,999|Gasolina|automática 6 velocidades|https://www.autocosmos.com.mx/catalogo/2025/renault/kardian/evolution-edc/171430
Renault|Renault Kardian Techno EDC|SUV|438900.0|$400,000 – $449,999|Gasolina|automática 6 velocidades|https://www.autocosmos.com.mx/catalogo/2025/renault/kardian/techno-edc/171431
Renault|Renault Kardian Premiere Edition EDC|SUV|469500.0|$450,000 – $499,999|Gasolina|automática 6 velocidades|https://www.autocosmos.com.mx/catalogo/2025/renault/kardian/premiere-edition-edc/171432
Renault|2026|SUV||No disponible|Gasolina|automática 7 velocidades|https://www.autocosmos.com.mx/catalogo/2026/renault/koleos/techno/172693
Renault|2025|SUV||No disponible|Gasolina|automática CVT|https://www.autocosmos.com.mx/catalogo/2025/renault/koleos/iconic/172385
Renault|Renault Koleos Hybrid e-Tech Esprit alpine|SUV|799000.0|$750,000 – $799,999|Gasolina - Eléctrico|automática 3 velocidades|https://www.autocosmos.com.mx/catalogo/2026/renault/koleos-hybrid-e-tech/esprit-alpine/172694
Renault|Renault Koleos Hybrid e-Tech Esprit alpine satinado|SUV|814000.0|$800,000 – $849,999|Gasolina - Eléctrico|automática 3 velocidades|https://www.autocosmos.com.mx/catalogo/2026/renault/koleos-hybrid-e-tech/esprit-alpine-satinado/172695
Renault|2025|Hatchback||No disponible|Gasolina|manual 5 velocidades|https://www.autocosmos.com.mx/catalogo/2025/renault/kwid/intens/170924
Renault|Renault Kwid Iconic|Hatchback|275900.0|$250,000 – $299,999|Gasolina|manual 5 velocidades|https://www.autocosmos.com.mx/catalogo/2025/renault/kwid/iconic/170925
Renault|Renault Kwid Bitono|Hatchback|283900.0|$250,000 – $299,999|Gasolina|manual 5 velocidades|https://www.autocosmos.com.mx/catalogo/2025/renault/kwid/bitono/170926
Renault|Renault Kwid Outsider|Hatchback|289900.0|$250,000 – $299,999|Gasolina|manual 5 velocidades|https://www.autocosmos.com.mx/catalogo/2025/renault/kwid/outsider/170927
Renault|2024|Hatchback||No disponible|Gasolina|manual 5 velocidades|https://www.autocosmos.com.mx/catalogo/2024/renault/kwid/intens/170284
Renault|Renault Kwid Iconic|Hatchback|254100.0|$250,000 – $299,999|Gasolina|manual 5 velocidades|https://www.autocosmos.com.mx/catalogo/2024/renault/kwid/iconic/170282
Renault|Renault Kwid Bitono|Hatchback|261400.0|$250,000 – $299,999|Gasolina|manual 5 velocidades|https://www.autocosmos.com.mx/catalogo/2024/renault/kwid/bitono/170283
Renault|Renault Kwid Outsider|Hatchback|267200.0|$250,000 – $299,999|Gasolina|manual 5 velocidades|https://www.autocosmos.com.mx/catalogo/2024/renault/kwid/outsider/170281
Renault|2025|Hatchback||No disponible|eléctrico|manual 5 velocidades|https://www.autocosmos.com.mx/catalogo/2025/renault/kwid-e-tech/electrico/170840
Renault|2024|Hatchback||No disponible|eléctrico|manual 5 velocidades|https://www.autocosmos.com.mx/catalogo/2024/renault/kwid-e-tech/electrico/171803
Renault|Renault Logan Intens|Sedán|325400.0|$300,000 – $349,999|Gasolina|manual 5 velocidades|https://www.autocosmos.com.mx/catalogo/2024/renault/logan/intens/170193
Renault|Renault Logan Intens Aut|Sedán|358500.0|$350,000 – $399,999|Gasolina|automática CVT con modo manual (6 vel)|https://www.autocosmos.com.mx/catalogo/2024/renault/logan/intens-aut/170192
Renault|Renault Master E-Tech Furgón L2H2|Van||No disponible|eléctrico|automática|https://www.autocosmos.com.mx/catalogo/2024/renault/master-e-tech/furgon-l2h2/171329
Renault|2025|Van||No disponible|Diésel|manual 6 velocidades|https://www.autocosmos.com.mx/catalogo/2025/renault/master-furgon/l2h2/171622
Renault|Renault Master Furgón L3H2|Van|819900.0|$800,000 – $849,999|Diésel|manual 6 velocidades|https://www.autocosmos.com.mx/catalogo/2025/renault/master-furgon/l3h2/171623
Renault|2024|Van||No disponible|Diésel|manual 6 velocidades|https://www.autocosmos.com.mx/catalogo/2024/renault/master-furgon/l2h2-ac/171566
Renault|Renault Master Furgón L2H2|Van|766500.0|$750,000 – $799,999|Diésel|manual 6 velocidades|https://www.autocosmos.com.mx/catalogo/2024/renault/master-furgon/l2h2/171804
Renault|Renault Master Furgón L3H2 Ac|Van|797200.0|$750,000 – $799,999|Diésel|manual 6 velocidades|https://www.autocosmos.com.mx/catalogo/2024/renault/master-furgon/l3h2-ac/171567
Renault|Renault Master Furgón L3H2|Van|797200.0|$750,000 – $799,999|Diésel|manual 6 velocidades|https://www.autocosmos.com.mx/catalogo/2024/renault/master-furgon/l3h2/171805
Renault|Renault Megane E-Tech Eléctrico|Hatchback||No disponible|eléctrico|automática 1 velocidad|https://www.autocosmos.com.mx/catalogo/2026/renault/megane-e-tech/electrico/172692
Renault|2025|Pick Up||No disponible|Gasolina|manual 6 velocidades|https://www.autocosmos.com.mx/catalogo/2025/renault/oroch/zen/172526
Renault|Renault Oroch Outsider|Pick Up|454000.0|$450,000 – $499,999|Gasolina|manual 6 velocidades|https://www.autocosmos.com.mx/catalogo/2025/renault/oroch/outsider/171328
Renault|Renault Oroch Outsider Aut|Pick Up|538000.0|$500,000 – $549,999|Gasolina|automática CVT 8 Velocidades|https://www.autocosmos.com.mx/catalogo/2025/renault/oroch/outsider-aut/171620
Renault|2024|Pick Up||No disponible|Gasolina|manual 6 velocidades|https://www.autocosmos.com.mx/catalogo/2024/renault/oroch/zen/170197
Renault|Renault Oroch Outsider|Pick Up|429700.0|$400,000 – $449,999|Gasolina|manual 6 velocidades|https://www.autocosmos.com.mx/catalogo/2024/renault/oroch/outsider/170198
Renault|Renault Oroch Outsider Aut|Pick Up|510000.0|$500,000 – $549,999|Gasolina|automática CVT 8 Velocidades|https://www.autocosmos.com.mx/catalogo/2024/renault/oroch/outsider-aut/170199
Renault|Renault Stepway Intens|Hatchback|354300.0|$350,000 – $399,999|Gasolina|manual 5 velocidades|https://www.autocosmos.com.mx/catalogo/2024/renault/stepway/intens/170194
Renault|Renault Stepway Intens Aut|Hatchback|380500.0|$350,000 – $399,999|Gasolina|automática CVT|https://www.autocosmos.com.mx/catalogo/2024/renault/stepway/intens-aut/170195
SEAT|SEAT Arona Reference|No disponible|368900.0|$350,000 – $399,999|Gasolina|Tiptronic de 6 velocidades|https://www.autocosmos.com.mx/catalogo/2025/seat/arona/reference/172358
SEAT|SEAT Arona Style|No disponible|402900.0|$400,000 – $449,999|Gasolina|Tiptronic de 6 velocidades|https://www.autocosmos.com.mx/catalogo/2025/seat/arona/style/172359
SEAT|SEAT Arona Xperience|No disponible|423900.0|$400,000 – $449,999|Gasolina|Tiptronic de 6 velocidades|https://www.autocosmos.com.mx/catalogo/2025/seat/arona/xperience/172360
SEAT|SEAT Ateca Style|No disponible|511990.0|$500,000 – $549,999|Gasolina|automática 8 velocidades|https://www.autocosmos.com.mx/catalogo/2025/seat/ateca/style/172659
SEAT|SEAT Ateca Xperience|No disponible|614990.0|$600,000 – $649,999|Gasolina|automática 8 velocidades|https://www.autocosmos.com.mx/catalogo/2025/seat/ateca/xperience/172364
SEAT|SEAT Ateca FR|No disponible|614990.0|$600,000 – $649,999|Gasolina|automática 8 velocidades|https://www.autocosmos.com.mx/catalogo/2025/seat/ateca/fr/172658
SEAT|SEAT Ibiza 1.6L Style|No disponible|338900.0|$300,000 – $349,999|Gasolina|manual 5 velocidades|https://www.autocosmos.com.mx/catalogo/2025/seat/ibiza/16l-style/172114
SEAT|SEAT Ibiza 1.6L Xcellence|No disponible|360900.0|$350,000 – $399,999|Gasolina|manual 5 velocidades|https://www.autocosmos.com.mx/catalogo/2025/seat/ibiza/16l-xcellence/172661
SEAT|SEAT Ibiza 1.6L Style Tiptronic|No disponible|371900.0|$350,000 – $399,999|Gasolina|Tiptronic de 6 velocidades|https://www.autocosmos.com.mx/catalogo/2025/seat/ibiza/16l-style-tiptronic/172660
SEAT|SEAT Ibiza 1.6L Xcellence Tiptronic|No disponible|385900.0|$350,000 – $399,999|Gasolina|Tiptronic de 6 velocidades|https://www.autocosmos.com.mx/catalogo/2025/seat/ibiza/16l-xcellence-tiptronic/172662
SEAT|SEAT Ibiza 1.6L FR|No disponible|389900.0|$350,000 – $399,999|Gasolina|manual 5 velocidades|https://www.autocosmos.com.mx/catalogo/2025/seat/ibiza/16l-fr/172663
SEAT|SEAT Ibiza 1.0L FR|No disponible|409900.0|$400,000 – $449,999|Gasolina|manual 5 velocidades|https://www.autocosmos.com.mx/catalogo/2025/seat/ibiza/10l-fr/172664
SEAT|SEAT Ibiza 1.5L FR DSG|No disponible|431900.0|$400,000 – $449,999|Gasolina|DSG 6 velocidades|https://www.autocosmos.com.mx/catalogo/2025/seat/ibiza/15l-fr-dsg/172665
SEAT|SEAT León Style|No disponible|482900.0|$450,000 – $499,999|Gasolina|automática 8 velocidades|https://www.autocosmos.com.mx/catalogo/2025/seat/leon/style/172362
SEAT|SEAT León FR|No disponible|528900.0|$500,000 – $549,999|Gasolina|automática 8 velocidades|https://www.autocosmos.com.mx/catalogo/2025/seat/leon/fr/172666
Seres|Seres 5 MAX|SUV||No disponible|Gasolina - Eléctrico|automática|https://www.autocosmos.com.mx/catalogo/2024/seres/5/max/171397
Seres|Seres 5 EV|SUV||No disponible|eléctrico|automática|https://www.autocosmos.com.mx/catalogo/2024/seres/5/ev/171396
SEV|SEV E-Nat .|Minivan|615900.0|$600,000 – $649,999|No disponible|No disponible|https://www.autocosmos.com.mx/catalogo/version/171182?anio=2024&marca=sev&modelo=e-nat
SEV|SEV E-Tus Lite|Sedán|595900.0|$550,000 – $599,999|eléctrico|automática|https://www.autocosmos.com.mx/catalogo/2024/sev/e-tus/lite/171183
SEV|SEV E-Wan Cross 230|SUV|299300.0|$250,000 – $299,999|eléctrico|automática|https://www.autocosmos.com.mx/catalogo/2024/sev/e-wan-cross/230/171792
SEV|SEV E-Wan Cross Lite|SUV|385900.0|$350,000 – $399,999|eléctrico|automática|https://www.autocosmos.com.mx/catalogo/2024/sev/e-wan-cross/lite/171184
SEV|SEV E-Wan Cross Bold|SUV|415900.0|$400,000 – $449,999|eléctrico|automática|https://www.autocosmos.com.mx/catalogo/2024/sev/e-wan-cross/bold/171185
SEV|SEV Friday Bold|SUV|805300.0|$800,000 – $849,999|eléctrico|automática|https://www.autocosmos.com.mx/catalogo/2024/sev/friday/bold/171806
SEV|SEV Friday 410 Bold|SUV|557000.0|$550,000 – $599,999|eléctrico|automática|https://www.autocosmos.com.mx/catalogo/2025/sev/friday-410/bold/171935
Soueast|Soueast S06 i-DM 1.5T Premium|SUV||No disponible|Gasolina - Eléctrico|automática|https://www.autocosmos.com.mx/catalogo/2026/soueast/s06-i-dm/15t-premium/172652
Soueast|Soueast S07 1.5T Comfort|SUV||No disponible|Gasolina|automática 6 velocidades|https://www.autocosmos.com.mx/catalogo/2025/soueast/s07/15t-comfort/172640
Soueast|Soueast S07 1.6T Premium|SUV||No disponible|Gasolina|automática 7 velocidades|https://www.autocosmos.com.mx/catalogo/2025/soueast/s07/16t-premium/172641
Soueast|Soueast S09 1.6T Luxury|SUV||No disponible|Gasolina|automática 7 velocidades|https://www.autocosmos.com.mx/catalogo/2026/soueast/s09/16t-luxury/172650
Soueast|Soueast S09 2.0T Premium|SUV||No disponible|Gasolina|automática 8 velocidades|https://www.autocosmos.com.mx/catalogo/2026/soueast/s09/20t-premium/172651
Subaru|Subaru BRZ Limited Aut|Coupé|809900.0|$800,000 – $849,999|Gasolina|automática 6 velocidades con modo manual|https://www.autocosmos.com.mx/catalogo/2025/subaru/brz/limited-aut/172449
Subaru|Subaru BRZ tS|Coupé|884900.0|$850,000 – $899,999|Gasolina|automática 6 velocidades con modo manual|https://www.autocosmos.com.mx/catalogo/2025/subaru/brz/ts/172450
Subaru|Subaru Crosstrek Dynamic|SUV|539900.0|$500,000 – $549,999|Gasolina|automática CVT|https://www.autocosmos.com.mx/catalogo/2025/subaru/crosstrek/dynamic/172447
Subaru|Subaru Crosstrek Limited|SUV|629900.0|$600,000 – $649,999|Gasolina|automática CVT|https://www.autocosmos.com.mx/catalogo/2025/subaru/crosstrek/limited/172446
Subaru|Subaru Crosstrek Limited e-Boxer|SUV|689900.0|$650,000 – $699,999|Gasolina|automática CVT|https://www.autocosmos.com.mx/catalogo/2025/subaru/crosstrek/limited-e-boxer/172445
Subaru|2026|SUV||No disponible|Gasolina|automática CVT|https://www.autocosmos.com.mx/catalogo/2026/subaru/forester/sport-cvt/172707
Subaru|Subaru Forester Touring CVT|SUV|799900.0|$750,000 – $799,999|Gasolina|automática CVT|https://www.autocosmos.com.mx/catalogo/2026/subaru/forester/touring-cvt/172708
Subaru|Subaru Forester e-Boxer HEV|SUV|849900.0|$800,000 – $849,999|Gasolina - Eléctrico|automática CVT|https://www.autocosmos.com.mx/catalogo/2026/subaru/forester/e-boxer-hev/172709
Subaru|2025|SUV||No disponible|Gasolina|automática CVT con modo manual (7 vel)|https://www.autocosmos.com.mx/catalogo/2025/subaru/forester/premium-plus/172454
Subaru|Subaru Forester Sport|SUV|719900.0|$700,000 – $749,999|Gasolina|automática CVT con modo manual (7 vel)|https://www.autocosmos.com.mx/catalogo/2025/subaru/forester/sport/172453
Subaru|Subaru Forester Touring|SUV|769900.0|$750,000 – $799,999|Gasolina|automática CVT con modo manual (7 vel)|https://www.autocosmos.com.mx/catalogo/2025/subaru/forester/touring/172452
Subaru|Subaru Forester Black Edition|SUV|779900.0|$750,000 – $799,999|Gasolina|automática CVT con modo manual (7 vel)|https://www.autocosmos.com.mx/catalogo/2025/subaru/forester/black-edition/172451
Subaru|2025|Station Wagon||No disponible|Gasolina|automática 8 velocidades con modo manual|https://www.autocosmos.com.mx/catalogo/2025/subaru/outback/24r-touring-xt/172654
Subaru|2024|Station Wagon||No disponible|Gasolina|automática 8 velocidades con modo manual|https://www.autocosmos.com.mx/catalogo/2024/subaru/outback/24r-touring-xt/171315
Subaru|Subaru Outback 2.4R Geyser Blue Edition XT|Station Wagon|834900.0|$800,000 – $849,999|Gasolina|automática 8 velocidades con modo manual|https://www.autocosmos.com.mx/catalogo/2024/subaru/outback/24r-geyser-blue-edition-xt/171316
Subaru|2026|Sedán||No disponible|Gasolina|automática 8 velocidades con modo manual|https://www.autocosmos.com.mx/catalogo/2026/subaru/wrx/ts-cvt/172710
Subaru|Subaru WRX tS Performance|Sedán|929900.0|$900,000 – $949,999|Gasolina|manual 6 velocidades|https://www.autocosmos.com.mx/catalogo/2026/subaru/wrx/ts-performance/172712
Subaru|2025|Sedán||No disponible|Gasolina|automática 8 velocidades con modo manual|https://www.autocosmos.com.mx/catalogo/2025/subaru/wrx/ts-cvt/171574
Subaru|Subaru WRX tS Performance|Sedán|919900.0|$900,000 – $949,999|Gasolina|manual 6 velocidades|https://www.autocosmos.com.mx/catalogo/2025/subaru/wrx/ts-performance/172711
Subaru|2026|Station Wagon||No disponible|Gasolina|automática 8 velocidades con modo manual|https://www.autocosmos.com.mx/catalogo/2026/subaru/wrx-sportwagon/24l/172653
Subaru|2025|Station Wagon||No disponible|Gasolina|automática 8 velocidades con modo manual|https://www.autocosmos.com.mx/catalogo/2025/subaru/wrx-sportwagon/24l/171575
Suzuki|Suzuki Baleno GLX Aut|Hatchback|385990.0|$350,000 – $399,999|Gasolina|automática 4 velocidades|https://www.autocosmos.com.mx/catalogo/2025/suzuki/baleno/glx-aut/172267
Suzuki|Suzuki Ciaz GLX|Sedán|352990.0|$350,000 – $399,999|Gasolina|manual 5 velocidades|https://www.autocosmos.com.mx/catalogo/2024/suzuki/ciaz/glx/170967
Suzuki|Suzuki Ciaz GLX Aut|Sedán|372990.0|$350,000 – $399,999|Gasolina|automática 4 velocidades|https://www.autocosmos.com.mx/catalogo/2024/suzuki/ciaz/glx-aut/170968
Suzuki|Suzuki Dzire Boostergreen GLS|Sedán||No disponible|Gasolina - Eléctrico|manual 5 velocidades|https://www.autocosmos.com.mx/catalogo/2026/suzuki/dzire-boostergreen/gls/172900
Suzuki|Suzuki Dzire Boostergreen GLS Aut|Sedán||No disponible|Gasolina - Eléctrico|automática|https://www.autocosmos.com.mx/catalogo/2026/suzuki/dzire-boostergreen/gls-aut/172901
Suzuki|Suzuki Dzire Boostergreen GLX Aut|Sedán||No disponible|Gasolina - Eléctrico|automática|https://www.autocosmos.com.mx/catalogo/2026/suzuki/dzire-boostergreen/glx-aut/172902
Suzuki|Suzuki Ertiga Boostergreen GLS|Minivan|385990.0|$350,000 – $399,999|Gasolina - Eléctrico|manual 5 velocidades|https://www.autocosmos.com.mx/catalogo/2025/suzuki/ertiga-boostergreen/gls/172071
Suzuki|Suzuki Ertiga Boostergreen GLS Aut|Minivan|404990.0|$400,000 – $449,999|Gasolina - Eléctrico|automática 4 velocidades|https://www.autocosmos.com.mx/catalogo/2025/suzuki/ertiga-boostergreen/gls-aut/172072
Suzuki|Suzuki Ertiga Boostergreen GLX|Minivan|417990.0|$400,000 – $449,999|Gasolina - Eléctrico|manual 5 velocidades|https://www.autocosmos.com.mx/catalogo/2025/suzuki/ertiga-boostergreen/glx/172073
Suzuki|Suzuki Ertiga Boostergreen GLX Aut|Minivan|432990.0|$400,000 – $449,999|Gasolina - Eléctrico|automática 4 velocidades|https://www.autocosmos.com.mx/catalogo/2025/suzuki/ertiga-boostergreen/glx-aut/172074
Suzuki|Suzuki Ertiga XL7 Boostergreen GLX|Van|459990.0|$450,000 – $499,999|Gasolina - Eléctrico|automática 4 velocidades|https://www.autocosmos.com.mx/catalogo/2025/suzuki/ertiga-xl7-boostergreen/glx/172268
Suzuki|Suzuki Fronx Boostergreen GLX|SUV|449990.0|$400,000 – $449,999|Gasolina - Eléctrico|automática 6 velocidades|https://www.autocosmos.com.mx/catalogo/2025/suzuki/fronx-boostergreen/glx/171698
Suzuki|Suzuki Grand Vitara Boostergreen GLX|SUV|504990.0|$500,000 – $549,999|Gasolina - Eléctrico|automática 6 velocidades|https://www.autocosmos.com.mx/catalogo/2025/suzuki/grand-vitara-boostergreen/glx/171846
Suzuki|Suzuki Ignis GL|Hatchback|254990.0|$250,000 – $299,999|Gasolina|manual 5 velocidades|https://www.autocosmos.com.mx/catalogo/2024/suzuki/ignis/gl/170957
Suzuki|Suzuki Ignis GL Aut|Hatchback|284990.0|$250,000 – $299,999|Gasolina|automática CVT|https://www.autocosmos.com.mx/catalogo/2024/suzuki/ignis/gl-aut/170958
Suzuki|Suzuki Ignis GLS-Z|Hatchback|289990.0|$250,000 – $299,999|Gasolina|manual 5 velocidades|https://www.autocosmos.com.mx/catalogo/2024/suzuki/ignis/gls-z/172390
Suzuki|Suzuki Ignis GLS-Z Aut|Hatchback|309990.0|$300,000 – $349,999|Gasolina|automática CVT|https://www.autocosmos.com.mx/catalogo/2024/suzuki/ignis/gls-z-aut/172391
Suzuki|Suzuki Ignis GLX|Hatchback|319990.0|$300,000 – $349,999|Gasolina|automática 5 velocidades|https://www.autocosmos.com.mx/catalogo/2024/suzuki/ignis/glx/170914
Suzuki|Suzuki Ignis GLX Aut|Hatchback|339990.0|$300,000 – $349,999|Gasolina|automática CVT|https://www.autocosmos.com.mx/catalogo/2024/suzuki/ignis/glx-aut/170915
Suzuki|Suzuki Jimny GLX|SUV|460990.0|$450,000 – $499,999|Gasolina|manual 5 velocidades|https://www.autocosmos.com.mx/catalogo/2025/suzuki/jimny/glx/171843
Suzuki|Suzuki Jimny GLX Aut|SUV|485990.0|$450,000 – $499,999|Gasolina|automática 4 velocidades|https://www.autocosmos.com.mx/catalogo/2025/suzuki/jimny/glx-aut/171844
Suzuki|Suzuki Jimny 5 puertas GLX Aut|SUV|522990.0|$500,000 – $549,999|Gasolina|automática 4 velocidades|https://www.autocosmos.com.mx/catalogo/2025/suzuki/jimny-5-puertas/glx-aut/171845
Suzuki|Suzuki S-Cross GLX Boosterjet|SUV|484990.0|$450,000 – $499,999|Gasolina|automática 6 velocidades|https://www.autocosmos.com.mx/catalogo/2024/suzuki/s-cross/glx-boosterjet/170966
Suzuki|Suzuki Swift GLS Aut|Hatchback|324990.0|$300,000 – $349,999|Gasolina|automática CVT|https://www.autocosmos.com.mx/catalogo/2024/suzuki/swift/gls-aut/170972
Suzuki|Suzuki Swift GLX|Hatchback|339990.0|$300,000 – $349,999|Gasolina|manual 5 velocidades|https://www.autocosmos.com.mx/catalogo/2024/suzuki/swift/glx/170973
Suzuki|Suzuki Swift GLX Aut|Hatchback|359990.0|$350,000 – $399,999|Gasolina|automática CVT|https://www.autocosmos.com.mx/catalogo/2024/suzuki/swift/glx-aut/170974
Suzuki|Suzuki Swift Booster Jet|Hatchback|359990.0|$350,000 – $399,999|Gasolina|manual 5 velocidades|https://www.autocosmos.com.mx/catalogo/2024/suzuki/swift/booster-jet/170975
Suzuki|Suzuki Swift Booster Jet Aut|Hatchback|379990.0|$350,000 – $399,999|Gasolina|automática 6 velocidades|https://www.autocosmos.com.mx/catalogo/2024/suzuki/swift/booster-jet-aut/170976
Suzuki|Suzuki Swift Boostergreen GLS|Hatchback|334990.0|$300,000 – $349,999|Gasolina - Eléctrico|manual 5 velocidades|https://www.autocosmos.com.mx/catalogo/2025/suzuki/swift-boostergreen/gls/171398
Suzuki|Suzuki Swift Boostergreen GLS Aut|Hatchback|354990.0|$350,000 – $399,999|Gasolina - Eléctrico|automática|https://www.autocosmos.com.mx/catalogo/2025/suzuki/swift-boostergreen/gls-aut/171399
Suzuki|Suzuki Swift Boostergreen GLX|Hatchback|354990.0|$350,000 – $399,999|Gasolina - Eléctrico|manual 5 velocidades|https://www.autocosmos.com.mx/catalogo/2025/suzuki/swift-boostergreen/glx/171400
Suzuki|Suzuki Swift Boostergreen GLX Aut|Hatchback|374990.0|$350,000 – $399,999|Gasolina - Eléctrico|automática|https://www.autocosmos.com.mx/catalogo/2025/suzuki/swift-boostergreen/glx-aut/171401
Suzuki|Suzuki Swift Sport BoosterJet GLX|Hatchback|397990.0|$350,000 – $399,999|Gasolina|manual 6 velocidades|https://www.autocosmos.com.mx/catalogo/2025/suzuki/swift-sport/boosterjet-glx/172265
Suzuki|Suzuki Swift Sport BoosterJet GLX Aut|Hatchback|425990.0|$400,000 – $449,999|Gasolina|automática 6 velocidades|https://www.autocosmos.com.mx/catalogo/2025/suzuki/swift-sport/boosterjet-glx-aut/172266
